Sample	Population code	Population	Superpopulation code	Superpopulation	Source	Latitude	Longitude	Region	Sample Alias	Country	Town	Single_Ancestry
HGDP01065		Sardinian	EUR	European	HGDP	40	9	EUROPE				1
HGDP01066		Sardinian	EUR	European	HGDP	40	9	EUROPE				1
HGDP01067		Sardinian	EUR	European	HGDP	40	9	EUROPE				1
HGDP01068		Sardinian	EUR	European	HGDP	40	9	EUROPE				1
HGDP01069		Sardinian	EUR	European	HGDP	40	9	EUROPE				1
HGDP01070		Sardinian	EUR	European	HGDP	40	9	EUROPE				1
HGDP01071		Sardinian	EUR	European	HGDP	40	9	EUROPE				1
HGDP01072		Sardinian	EUR	European	HGDP	40	9	EUROPE				1
HGDP01073		Sardinian	EUR	European	HGDP	40	9	EUROPE				1
HGDP01074		Sardinian	EUR	European	HGDP	40	9	EUROPE				1
HGDP01075		Sardinian	EUR	European	HGDP	40	9	EUROPE				1
HGDP01076		Sardinian	EUR	European	HGDP	40	9	EUROPE	SS6004474	Italy		1
HGDP01077		Sardinian	EUR	European	HGDP	40	9	EUROPE				1
HGDP01078		Sardinian	EUR	European	HGDP	40	9	EUROPE	LP6005441-DNA_D11	Italy(Sardinia)		1
HGDP01079		Sardinian	EUR	European	HGDP	40	9	EUROPE	LP6005441-DNA_C11	Italy(Sardinia)		1
HGDP01081		Mbuti	AFR	African	HGDP	1	29	AFRICA				1
HGDP01086		Biaka	AFR	African	HGDP	4	17	AFRICA				1
HGDP01090		Biaka	AFR	African	HGDP	4	17	AFRICA				1
HGDP01094		Biaka	AFR	African	HGDP	4	17	AFRICA				1
HGDP01095		Tujia	EAS	East Asian	HGDP	29	109	EAST_ASIA	LP6005443-DNA_A02	China		1
HGDP01096		Tujia	EAS	East Asian	HGDP	29	109	EAST_ASIA				1
HGDP01098		Tujia	EAS	East Asian	HGDP	29	109	EAST_ASIA	LP6005441-DNA_F12	China		1
HGDP01099		Tujia	EAS	East Asian	HGDP	29	109	EAST_ASIA				1
HGDP01100		Tujia	EAS	East Asian	HGDP	29	109	EAST_ASIA				1
HGDP01101		Tujia	EAS	East Asian	HGDP	29	109	EAST_ASIA				1
HGDP01102		Tujia	EAS	East Asian	HGDP	29	109	EAST_ASIA				1
HGDP01103		Tujia	EAS	East Asian	HGDP	29	109	EAST_ASIA				1
HGDP01104		Tujia	EAS	East Asian	HGDP	29	109	EAST_ASIA				1
HGDP01149		Bergamo_Italian	EUR	European	HGDP	46	10	EUROPE				1
HGDP01151		Bergamo_Italian	EUR	European	HGDP	46	10	EUROPE				1
HGDP01152		Bergamo_Italian	EUR	European	HGDP	46	10	EUROPE				1
HGDP01153		Bergamo_Italian	EUR	European	HGDP	46	10	EUROPE	LP6005441-DNA_A06	Italy(Bergamo)		1
HGDP01155		Bergamo_Italian	EUR	European	HGDP	46	10	EUROPE				1
HGDP01156		Bergamo_Italian	EUR	European	HGDP	46	10	EUROPE				1
HGDP01157		Bergamo_Italian	EUR	European	HGDP	46	10	EUROPE				1
HGDP01161		Tuscan	EUR	European	HGDP	43	11	EUROPE				1
HGDP01162		Tuscan	EUR	European	HGDP	43	11	EUROPE				1
HGDP01163		Tuscan	EUR	European	HGDP	43	11	EUROPE	LP6005441-DNA_G12	Italy(Tuscany)		1
HGDP01164		Tuscan	EUR	European	HGDP	43	11	EUROPE				1
HGDP01166		Tuscan	EUR	European	HGDP	43	11	EUROPE				1
HGDP01167		Tuscan	EUR	European	HGDP	43	11	EUROPE				1
HGDP01168		Tuscan	EUR	European	HGDP	43	11	EUROPE	LP6005441-DNA_H12	Italy(Tuscany)		1
HGDP01169		Tuscan	EUR	European	HGDP	43	11	EUROPE				1
HGDP01171		Bergamo_Italian	EUR	European	HGDP	46	10	EUROPE				1
HGDP01172		Bergamo_Italian	EUR	European	HGDP	46	10	EUROPE	LP6005441-DNA_B06	Italy(Bergamo)		1
HGDP01173		Bergamo_Italian	EUR	European	HGDP	46	10	EUROPE				1
HGDP01174		Bergamo_Italian	EUR	European	HGDP	46	10	EUROPE				1
HGDP01177		Bergamo_Italian	EUR	European	HGDP	46	10	EUROPE				1
HGDP01179		Yi	EAS	East Asian	HGDP	28	103	EAST_ASIA	LP6005442-DNA_G01	China		1
HGDP01180		Yi	EAS	East Asian	HGDP	28	103	EAST_ASIA				1
HGDP01181		Yi	EAS	East Asian	HGDP	28	103	EAST_ASIA				1
HGDP01182		Yi	EAS	East Asian	HGDP	28	103	EAST_ASIA				1
HGDP01183		Yi	EAS	East Asian	HGDP	28	103	EAST_ASIA				1
HGDP01184		Yi	EAS	East Asian	HGDP	28	103	EAST_ASIA				1
HGDP01185		Yi	EAS	East Asian	HGDP	28	103	EAST_ASIA				1
HGDP01186		Yi	EAS	East Asian	HGDP	28	103	EAST_ASIA				1
HGDP01187		Yi	EAS	East Asian	HGDP	28	103	EAST_ASIA				1
HGDP01188		Yi	EAS	East Asian	HGDP	28	103	EAST_ASIA	LP6005442-DNA_H01	China		1
HGDP01189		Miao	EAS	East Asian	HGDP	28	109	EAST_ASIA				1
HGDP01190		Miao	EAS	East Asian	HGDP	28	109	EAST_ASIA				1
HGDP01191		Miao	EAS	East Asian	HGDP	28	109	EAST_ASIA	LP6005441-DNA_C08	China		1
HGDP01192		Miao	EAS	East Asian	HGDP	28	109	EAST_ASIA				1
HGDP01193		Miao	EAS	East Asian	HGDP	28	109	EAST_ASIA				1
HGDP01194		Miao	EAS	East Asian	HGDP	28	109	EAST_ASIA				1
HGDP01195		Miao	EAS	East Asian	HGDP	28	109	EAST_ASIA				1
HGDP01196		Miao	EAS	East Asian	HGDP	28	109	EAST_ASIA				1
HGDP01197		Miao	EAS	East Asian	HGDP	28	109	EAST_ASIA				1
HGDP01198		Miao	EAS	East Asian	HGDP	28	109	EAST_ASIA	LP6005441-DNA_D08	China		1
HGDP01199		Mandenka	AFR	African	HGDP	12	-12	AFRICA	LP6005441-DNA_E07	Senegal		1
HGDP01200		Mandenka	AFR	African	HGDP	12	-12	AFRICA				1
HGDP01201		Mandenka	AFR	African	HGDP	12	-12	AFRICA				1
HGDP01202		Mandenka	AFR	African	HGDP	12	-12	AFRICA				1
HGDP01203		Oroqen	EAS	East Asian	HGDP	50.4	126.5	EAST_ASIA	LP6005441-DNA_E09	China		1
HGDP01204		Oroqen	EAS	East Asian	HGDP	50.4	126.5	EAST_ASIA				1
HGDP01205		Oroqen	EAS	East Asian	HGDP	50.4	126.5	EAST_ASIA				1
HGDP01206		Oroqen	EAS	East Asian	HGDP	50.4	126.5	EAST_ASIA				1
HGDP01207		Oroqen	EAS	East Asian	HGDP	50.4	126.5	EAST_ASIA				1
HGDP01208		Oroqen	EAS	East Asian	HGDP	50.4	126.5	EAST_ASIA				1
HGDP01209		Oroqen	EAS	East Asian	HGDP	50.4	126.5	EAST_ASIA				1
HGDP01211		Oroqen	EAS	East Asian	HGDP	50.4	126.5	EAST_ASIA	LP6005441-DNA_F09	China		1
HGDP01212		Oroqen	EAS	East Asian	HGDP	50.4	126.5	EAST_ASIA				1
HGDP01213		Daur	EAS	East Asian	HGDP	48.5	124	EAST_ASIA				1
HGDP01214		Daur	EAS	East Asian	HGDP	48.5	124	EAST_ASIA				1
HGDP01215		Daur	EAS	East Asian	HGDP	48.5	124	EAST_ASIA	LP6005441-DNA_F04	China		1
HGDP01216		Daur	EAS	East Asian	HGDP	48.5	124	EAST_ASIA				1
HGDP01217		Daur	EAS	East Asian	HGDP	48.5	124	EAST_ASIA				1
HGDP01218		Daur	EAS	East Asian	HGDP	48.5	124	EAST_ASIA				1
HGDP01220		Daur	EAS	East Asian	HGDP	48.5	124	EAST_ASIA				1
HGDP01221		Daur	EAS	East Asian	HGDP	48.5	124	EAST_ASIA				1
HGDP01222		Daur	EAS	East Asian	HGDP	48.5	124	EAST_ASIA				1
HGDP01223		Mongolian	EAS	East Asian	HGDP	48.5	119	EAST_ASIA	LP6005441-DNA_F08	China		1
HGDP01224		Mongolian	EAS	East Asian	HGDP	48.5	119	EAST_ASIA				1
HGDP01225		Mongolian	EAS	East Asian	HGDP	48.5	119	EAST_ASIA				1
HGDP01227		Mongolian	EAS	East Asian	HGDP	48.5	119	EAST_ASIA				1
HGDP01228		Mongolian	EAS	East Asian	HGDP	48.5	119	EAST_ASIA	LP6005441-DNA_E08	China		1
HGDP01229		Mongolian	EAS	East Asian	HGDP	48.5	119	EAST_ASIA				1
HGDP01230		Mongolian	EAS	East Asian	HGDP	48.5	119	EAST_ASIA				1
HGDP01231		Mongolian	EAS	East Asian	HGDP	48.5	119	EAST_ASIA				1
HGDP01232		Mongolian	EAS	East Asian	HGDP	48.5	119	EAST_ASIA				1
HGDP01233		Hezhen	EAS	East Asian	HGDP	47.5	133.5	EAST_ASIA				1
HGDP01234		Hezhen	EAS	East Asian	HGDP	47.5	133.5	EAST_ASIA				1
HGDP01236		Hezhen	EAS	East Asian	HGDP	47.5	133.5	EAST_ASIA				1
HGDP01237		Hezhen	EAS	East Asian	HGDP	47.5	133.5	EAST_ASIA				1
HGDP01238		Hezhen	EAS	East Asian	HGDP	47.5	133.5	EAST_ASIA				1
HGDP01239		Hezhen	EAS	East Asian	HGDP	47.5	133.5	EAST_ASIA				1
HGDP01240		Hezhen	EAS	East Asian	HGDP	47.5	133.5	EAST_ASIA	LP6005441-DNA_G05	China		1
HGDP01241		Hezhen	EAS	East Asian	HGDP	47.5	133.5	EAST_ASIA				1
HGDP01242		Hezhen	EAS	East Asian	HGDP	47.5	133.5	EAST_ASIA	LP6005441-DNA_H05	China		1
HGDP01243		Xibo	EAS	East Asian	HGDP	43.5	81.5	EAST_ASIA				1
HGDP01244		Xibo	EAS	East Asian	HGDP	43.5	81.5	EAST_ASIA				1
HGDP01245		Xibo	EAS	East Asian	HGDP	43.5	81.5	EAST_ASIA				1
HGDP01246		Xibo	EAS	East Asian	HGDP	43.5	81.5	EAST_ASIA	LP6005443-DNA_C02	China		1
HGDP01247		Xibo	EAS	East Asian	HGDP	43.5	81.5	EAST_ASIA				1
HGDP01248		Xibo	EAS	East Asian	HGDP	43.5	81.5	EAST_ASIA				1
HGDP01249		Xibo	EAS	East Asian	HGDP	43.5	81.5	EAST_ASIA				1
HGDP01250		Xibo	EAS	East Asian	HGDP	43.5	81.5	EAST_ASIA	LP6005442-DNA_D01	China		1
HGDP01251		Xibo	EAS	East Asian	HGDP	43.5	81.5	EAST_ASIA				1
HGDP01253		Mozabite	AFR	African	HGDP	32	3	MIDDLE_EAST	LP6005441-DNA_G08	Algeria		1
HGDP01254		Mozabite	AFR	African	HGDP	32	3	MIDDLE_EAST				1
HGDP01255		Mozabite	AFR	African	HGDP	32	3	MIDDLE_EAST				1
HGDP01256		Mozabite	AFR	African	HGDP	32	3	MIDDLE_EAST				1
HGDP01257		Mozabite	AFR	African	HGDP	32	3	MIDDLE_EAST				1
HGDP01258		Mozabite	AFR	African	HGDP	32	3	MIDDLE_EAST				1
HGDP01259		Mozabite	AFR	African	HGDP	32	3	MIDDLE_EAST				1
HGDP01260		Mozabite	AFR	African	HGDP	32	3	MIDDLE_EAST				1
HGDP01261		Mozabite	AFR	African	HGDP	32	3	MIDDLE_EAST				1
HGDP01262		Mozabite	AFR	African	HGDP	32	3	MIDDLE_EAST				1
HGDP01263		Mozabite	AFR	African	HGDP	32	3	MIDDLE_EAST				1
HGDP01264		Mozabite	AFR	African	HGDP	32	3	MIDDLE_EAST				1
HGDP01265		Mozabite	AFR	African	HGDP	32	3	MIDDLE_EAST				1
HGDP01266		Mozabite	AFR	African	HGDP	32	3	MIDDLE_EAST				1
HGDP01267		Mozabite	AFR	African	HGDP	32	3	MIDDLE_EAST				1
HGDP01268		Mozabite	AFR	African	HGDP	32	3	MIDDLE_EAST				1
HGDP01269		Mozabite	AFR	African	HGDP	32	3	MIDDLE_EAST				1
HGDP01270		Mozabite	AFR	African	HGDP	32	3	MIDDLE_EAST				1
HGDP01271		Mozabite	AFR	African	HGDP	32	3	MIDDLE_EAST				1
HGDP01272		Mozabite	AFR	African	HGDP	32	3	MIDDLE_EAST				1
HGDP01274		Mozabite	AFR	African	HGDP	32	3	MIDDLE_EAST	LP6005441-DNA_H08	Algeria		1
HGDP01275		Mozabite	AFR	African	HGDP	32	3	MIDDLE_EAST				1
HGDP01276		Mozabite	AFR	African	HGDP	32	3	MIDDLE_EAST				1
HGDP01277		Mozabite	AFR	African	HGDP	32	3	MIDDLE_EAST				1
HGDP01279		Mozabite	AFR	African	HGDP	32	3	MIDDLE_EAST				1
HGDP01280		Mozabite	AFR	African	HGDP	32	3	MIDDLE_EAST				1
HGDP01282		Mozabite	AFR	African	HGDP	32	3	MIDDLE_EAST				1
HGDP01283		Mandenka	AFR	African	HGDP	12	-12	AFRICA				1
HGDP01284		Mandenka	AFR	African	HGDP	12	-12	AFRICA				1
HGDP01285		Mandenka	AFR	African	HGDP	12	-12	AFRICA				1
HGDP01286		Mandenka	AFR	African	HGDP	12	-12	AFRICA	SS6004470	Senegal		1
HGDP01287		NorthernHan	EAS	East Asian	HGDP	34.7	107.8	EAST_ASIA				1
HGDP01288		NorthernHan	EAS	East Asian	HGDP	34.7	107.8	EAST_ASIA				1
HGDP01289		NorthernHan	EAS	East Asian	HGDP	34.7	107.8	EAST_ASIA				1
HGDP01290		NorthernHan	EAS	East Asian	HGDP	34.7	107.8	EAST_ASIA				1
HGDP01291		NorthernHan	EAS	East Asian	HGDP	34.7	107.8	EAST_ASIA				1
HGDP01292		NorthernHan	EAS	East Asian	HGDP	34.7	107.8	EAST_ASIA				1
HGDP01293		NorthernHan	EAS	East Asian	HGDP	34.7	107.8	EAST_ASIA				1
HGDP01294		NorthernHan	EAS	East Asian	HGDP	34.7	107.8	EAST_ASIA				1
HGDP01295		NorthernHan	EAS	East Asian	HGDP	34.7	107.8	EAST_ASIA				1
HGDP01296		NorthernHan	EAS	East Asian	HGDP	34.7	107.8	EAST_ASIA				1
HGDP01297		Uygur	EAS	East Asian	HGDP	44	81	CENTRAL_SOUTH_ASIA	LP6005443-DNA_B02	China	Yili	1
HGDP01298		Uygur	EAS	East Asian	HGDP	44	81	CENTRAL_SOUTH_ASIA				1
HGDP01299		Uygur	EAS	East Asian	HGDP	44	81	CENTRAL_SOUTH_ASIA				1
HGDP01300		Uygur	EAS	East Asian	HGDP	44	81	CENTRAL_SOUTH_ASIA				1
HGDP01301		Uygur	EAS	East Asian	HGDP	44	81	CENTRAL_SOUTH_ASIA				1
HGDP01302		Uygur	EAS	East Asian	HGDP	44	81	CENTRAL_SOUTH_ASIA				1
HGDP01303		Uygur	EAS	East Asian	HGDP	44	81	CENTRAL_SOUTH_ASIA				1
HGDP01304		Uygur	EAS	East Asian	HGDP	44	81	CENTRAL_SOUTH_ASIA				1
HGDP01305		Uygur	EAS	East Asian	HGDP	44	81	CENTRAL_SOUTH_ASIA				1
HGDP01306		Uygur	EAS	East Asian	HGDP	44	81	CENTRAL_SOUTH_ASIA	LP6005442-DNA_B01	China	Yili	1
HGDP01307		Dai	EAS	East Asian	HGDP	21	100	EAST_ASIA				1
HGDP01308		Dai	EAS	East Asian	HGDP	21	100	EAST_ASIA	SS6004467	China		1
HGDP01309		Dai	EAS	East Asian	HGDP	21	100	EAST_ASIA				1
HGDP01310		Dai	EAS	East Asian	HGDP	21	100	EAST_ASIA				1
HGDP01311		Dai	EAS	East Asian	HGDP	21	100	EAST_ASIA				1
HGDP01312		Dai	EAS	East Asian	HGDP	21	100	EAST_ASIA	LP6005443-DNA_B01	China		1
HGDP01313		Dai	EAS	East Asian	HGDP	21	100	EAST_ASIA				1
HGDP01314		Dai	EAS	East Asian	HGDP	21	100	EAST_ASIA	LP6005592-DNA_D03	China		1
HGDP01315		Dai	EAS	East Asian	HGDP	21	100	EAST_ASIA	LP6005441-DNA_D04	China		1
HGDP01317		Lahu	EAS	East Asian	HGDP	22	100	EAST_ASIA				1
HGDP01318		Lahu	EAS	East Asian	HGDP	22	100	EAST_ASIA				1
HGDP01319		Lahu	EAS	East Asian	HGDP	22	100	EAST_ASIA				1
HGDP01320		Lahu	EAS	East Asian	HGDP	22	100	EAST_ASIA	LP6005443-DNA_E01	China		1
HGDP01321		Lahu	EAS	East Asian	HGDP	22	100	EAST_ASIA				1
HGDP01322		Lahu	EAS	East Asian	HGDP	22	100	EAST_ASIA				1
HGDP01323		Lahu	EAS	East Asian	HGDP	22	100	EAST_ASIA	LP6005441-DNA_B07	China		1
HGDP01326		Lahu	EAS	East Asian	HGDP	22	100	EAST_ASIA				1
HGDP01327		She	EAS	East Asian	HGDP	27	119	EAST_ASIA				1
HGDP01328		She	EAS	East Asian	HGDP	27	119	EAST_ASIA				1
HGDP01329		She	EAS	East Asian	HGDP	27	119	EAST_ASIA				1
HGDP01330		She	EAS	East Asian	HGDP	27	119	EAST_ASIA				1
HGDP01331		She	EAS	East Asian	HGDP	27	119	EAST_ASIA				1
HGDP01332		She	EAS	East Asian	HGDP	27	119	EAST_ASIA				1
HGDP01333		She	EAS	East Asian	HGDP	27	119	EAST_ASIA	LP6005443-DNA_F01	China		1
HGDP01334		She	EAS	East Asian	HGDP	27	119	EAST_ASIA				1
HGDP01335		She	EAS	East Asian	HGDP	27	119	EAST_ASIA	LP6005443-DNA_G01	China		1
HGDP01336		She	EAS	East Asian	HGDP	27	119	EAST_ASIA				1
HGDP01337		Naxi	EAS	East Asian	HGDP	26	100	EAST_ASIA				1
HGDP01338		Naxi	EAS	East Asian	HGDP	26	100	EAST_ASIA	LP6005443-DNA_E09	China		1
HGDP01339		Naxi	EAS	East Asian	HGDP	26	100	EAST_ASIA				1
HGDP01340		Naxi	EAS	East Asian	HGDP	26	100	EAST_ASIA				1
HGDP01341		Naxi	EAS	East Asian	HGDP	26	100	EAST_ASIA				1
HGDP01342		Naxi	EAS	East Asian	HGDP	26	100	EAST_ASIA				1
HGDP01345		Naxi	EAS	East Asian	HGDP	26	100	EAST_ASIA	LP6005441-DNA_B09	China		1
HGDP01346		Naxi	EAS	East Asian	HGDP	26	100	EAST_ASIA				1
HGDP01347		Tu	EAS	East Asian	HGDP	36	101	EAST_ASIA				1
HGDP01348		Tu	EAS	East Asian	HGDP	36	101	EAST_ASIA				1
HGDP01349		Tu	EAS	East Asian	HGDP	36	101	EAST_ASIA				1
HGDP01350		Tu	EAS	East Asian	HGDP	36	101	EAST_ASIA	LP6005443-DNA_H01	China		1
HGDP01351		Tu	EAS	East Asian	HGDP	36	101	EAST_ASIA				1
HGDP01352		Tu	EAS	East Asian	HGDP	36	101	EAST_ASIA				1
HGDP01353		Tu	EAS	East Asian	HGDP	36	101	EAST_ASIA				1
HGDP01354		Tu	EAS	East Asian	HGDP	36	101	EAST_ASIA				1
HGDP01355		Tu	EAS	East Asian	HGDP	36	101	EAST_ASIA	LP6005441-DNA_D12	China		1
HGDP01356		Tu	EAS	East Asian	HGDP	36	101	EAST_ASIA				1
HGDP01357		Basque	EUR	European	HGDP	43	0	EUROPE				1
HGDP01358		Basque	EUR	European	HGDP	43	0	EUROPE				1
HGDP01359		Basque	EUR	European	HGDP	43	0	EUROPE				1
HGDP01360		Basque	EUR	European	HGDP	43	0	EUROPE				1
HGDP01361		Basque	EUR	European	HGDP	43	0	EUROPE				1
HGDP01362		Basque	EUR	European	HGDP	43	0	EUROPE				1
HGDP01363		Basque	EUR	European	HGDP	43	0	EUROPE				1
HGDP01364		Basque	EUR	European	HGDP	43	0	EUROPE	LP6005441-DNA_C02	France		1
HGDP01365		Basque	EUR	European	HGDP	43	0	EUROPE	LP6005441-DNA_D02	France		1
HGDP01366		Basque	EUR	European	HGDP	43	0	EUROPE				1
HGDP01367		Basque	EUR	European	HGDP	43	0	EUROPE				1
HGDP01368		Basque	EUR	European	HGDP	43	0	EUROPE				1
HGDP01369		Basque	EUR	European	HGDP	43	0	EUROPE				1
HGDP01370		Basque	EUR	European	HGDP	43	0	EUROPE				1
HGDP01372		Basque	EUR	European	HGDP	43	0	EUROPE				1
HGDP01373		Basque	EUR	European	HGDP	43	0	EUROPE				1
HGDP01374		Basque	EUR	European	HGDP	43	0	EUROPE				1
HGDP01375		Basque	EUR	European	HGDP	43	0	EUROPE				1
HGDP01376		Basque	EUR	European	HGDP	43	0	EUROPE				1
HGDP01377		Basque	EUR	European	HGDP	43	0	EUROPE				1
HGDP01378		Basque	EUR	European	HGDP	43	0	EUROPE				1
HGDP01379		Basque	EUR	European	HGDP	43	0	EUROPE				1
HGDP01380		Basque	EUR	European	HGDP	43	0	EUROPE				1
HGDP01382		Adygei	EUR	European	HGDP	44.883194	39.190194	EUROPE				1
HGDP01383		Adygei	EUR	European	HGDP	44.883194	39.190194	EUROPE				1
HGDP01384		Adygei	EUR	European	HGDP	44.883194	39.190194	EUROPE				1
HGDP01385		Adygei	EUR	European	HGDP	44.883194	39.190194	EUROPE				1
HGDP01386		Adygei	EUR	European	HGDP	44.883194	39.190194	EUROPE				1
HGDP01387		Adygei	EUR	European	HGDP	44.883194	39.190194	EUROPE				1
HGDP01388		Adygei	EUR	European	HGDP	44.883194	39.190194	EUROPE				1
HGDP01396		Adygei	EUR	European	HGDP	44.883194	39.190194	EUROPE				1
HGDP01397		Adygei	EUR	European	HGDP	44.883194	39.190194	EUROPE				1
HGDP01398		Adygei	EUR	European	HGDP	44.883194	39.190194	EUROPE				1
HGDP01399		Adygei	EUR	European	HGDP	44.883194	39.190194	EUROPE				1
HGDP01400		Adygei	EUR	European	HGDP	44.883194	39.190194	EUROPE				1
HGDP01401		Adygei	EUR	European	HGDP	44.883194	39.190194	EUROPE	LP6005441-DNA_B01	Russia(Caucasus)	Krasnodar	1
HGDP01402		Adygei	EUR	European	HGDP	44.883194	39.190194	EUROPE	LP6005441-DNA_A01	Russia(Caucasus)	Krasnodar	1
HGDP01403		Adygei	EUR	European	HGDP	44.883194	39.190194	EUROPE				1
HGDP01404		Adygei	EUR	European	HGDP	44.883194	39.190194	EUROPE				1
HGDP01405		BantuKenya	AFR	African	HGDP	-3	37	AFRICA				1
HGDP01406		BantuKenya	AFR	African	HGDP	-3	37	AFRICA				1
HGDP01408		BantuKenya	AFR	African	HGDP	-3	37	AFRICA				1
HGDP01411		BantuKenya	AFR	African	HGDP	-3	37	AFRICA				1
HGDP01412		BantuKenya	AFR	African	HGDP	-3	37	AFRICA				1
HGDP01414		BantuKenya	AFR	African	HGDP	-3	37	AFRICA	LP6005441-DNA_B02	Kenya		1
HGDP01415		BantuKenya	AFR	African	HGDP	-3	37	AFRICA				1
HGDP01416		BantuKenya	AFR	African	HGDP	-3	37	AFRICA				1
HGDP01417		BantuKenya	AFR	African	HGDP	-3	37	AFRICA	LP6005443-DNA_A01	Kenya		1
HGDP01418		BantuKenya	AFR	African	HGDP	-3	37	AFRICA				1
HGDP01419		BantuKenya	AFR	African	HGDP	-3	37	AFRICA				1
SS6004480		Dinka	AFR	African	SGDP	8.783333333	27.4	AFRICA	DNK07	Sudan	Aweil	1
SS6004479		Mixe	AMR	American	SGDP	17.67674	-97.573403	AMERICA	mixe0007	Mexico	"Tamazulapan, Mixe"	1
SS6004478		Australian	OCE	Oceanian	SGDP	-13	143	OCEANIA	IHW9118	Australia	Cell_line_repository_sampling_location_unknown	1
SS6004477		Australian	OCE	Oceanian	SGDP	-13	143	OCEANIA	IHW9193	Australia	Cell_line_repository_sampling_location_unknown	1
LP6007069-DNA_A01		Crete	EUR	European	SGDP	35.137489	25.028927	EUROPE	AV-21	Greece	"Preveliana, Irakleioy"	1
LP6007068-DNA_A01		Crete	EUR	European	SGDP	35.165217	25.451404	EUROPE	TZ-11	Greece	"Psychro ,Lassithi"	1
LP6005443-DNA_E02		BantuHerero	AFR	African	SGDP	-22	19	AFRICA	HGDP01028	BotswanaOrNamibia		1
LP6005441-DNA_F01		BantuHerero	AFR	African	SGDP	-22	19	AFRICA	HGDP01035	BotswanaOrNamibia		1
LP6005443-DNA_G02		BantuTswana	AFR	African	SGDP	-28	24	AFRICA	HGDP01030	BotswanaOrNamibia		1
LP6005443-DNA_F02		BantuTswana	AFR	African	SGDP	-28	24	AFRICA	HGDP01034	BotswanaOrNamibia		1
LP6005443-DNA_H08		Dinka	AFR	African	SGDP	8.783333333	27.4	AFRICA	DNK05	Sudan	Aweil	1
LP6005443-DNA_B09		Dinka	AFR	African	SGDP	8.783333333	27.4	AFRICA	DNK11	Sudan	Aweil	1
LP6005677-DNA_D03		Khomani_San	AFR	African	SGDP	-27	20.8	AFRICA	SA0342	SouthAfrica	"Andriesvale Northern Cape, South Africa"	1
LP6005592-DNA_C05		Khomani_San	AFR	African	SGDP	-27	20.8	AFRICA	SA0722	SouthAfrica	"Andriesvale, Northern Cape, South Africa"	1
LP6005442-DNA_E11		Luhya	AFR	African	SGDP	1.3	36.8	AFRICA	NA19044	Kenya	Webuye	1
LP6005677-DNA_G01		Luo	AFR	African	SGDP	-0.1	34.3	AFRICA	Ayodo_430C	Kenya	BondoDistrict	1
LP6005442-DNA_F09		Luo	AFR	African	SGDP	-0.1	34.3	AFRICA	Ayodo_502C	Kenya	BondoDistrict	1
LP6005443-DNA_F06		Masai	AFR	African	SGDP	-1.5	35.2	AFRICA	NA21490	Kenya	Kinyawa	1
LP6005443-DNA_E06		Masai	AFR	African	SGDP	-1.5	35.2	AFRICA	NA21581	Kenya	Kinyawa	1
LP6005619-DNA_B01		Saharawi	AFR	African	SGDP	27.3	-8.9	AFRICA	SAH31	Western Sahara (Morocco)	Close to the Algerian border	1
LP6005619-DNA_C01		Saharawi	AFR	African	SGDP	27.3	-8.9	AFRICA	SAH41	Western Sahara (Morocco)	Close to the Algerian border	1
LP6005442-DNA_D09		Somali	AFR	African	SGDP	5.6	48.3	AFRICA	Ayodo_81S	Kenya	Garissa	1
LP6005519-DNA_D01		Chane	AMR	American	SGDP	-25	-60	AMERICA	TGBS21	Argentina	"Salta (province), Tartagal (city) "	1
LP6005443-DNA_E11		Mixe	AMR	American	SGDP	17.67674	-97.573403	AMERICA	mixe0002	Mexico	"Tamazulapan, Mixe"	1
LP6005443-DNA_F11		Mixe	AMR	American	SGDP	17.67674	-97.573403	AMERICA	mixe0042	Mexico	"Tamazulapan, Mixe"	1
LP6005443-DNA_G11		Mixtec	AMR	American	SGDP	17	-97	AMERICA	mixa0099	Mexico	San Andres Nuxino	0
LP6005443-DNA_H11		Mixtec	AMR	American	SGDP	17	-97	AMERICA	mixa0105	Mexico		0
LP6005441-DNA_A04		Piapoco	AMR	American	SGDP	3	-68	AMERICA	HGDP00702	Colombia		1
LP6005441-DNA_B04		Piapoco	AMR	American	SGDP	3	-68	AMERICA	HGDP00706	Colombia		1
LP6005677-DNA_F01		Quechua	AMR	American	SGDP	-13.5	-72	AMERICA	NA11201	Peru	Cell_line_repository_sampling_location_unknown	1
LP6005677-DNA_E01		Quechua	AMR	American	SGDP	-13.5	-72	AMERICA	NA11200	Peru	Cell_line_repository_sampling_location_unknown	1
LP6005519-DNA_G02		Quechua	AMR	American	SGDP	-13.5	-72	AMERICA	Peru60	Peru		1
LP6005443-DNA_A12		Zapotec	AMR	American	SGDP	16.5	-97.2	AMERICA	zapo0098	Mexico	San Juan Guelavia	1
LP6005677-DNA_D01		Zapotec	AMR	American	SGDP	16.5	-97.2	AMERICA	zapo0099	Mexico	San Juan Guelavia	1
LP6005443-DNA_A03		Aleut	EAS	East Asian	SGDP	55.18	166	EAST_ASIA	Ale22	Russia	"Nikolskoye, Commander Islands"	0
LP6005443-DNA_H02		Aleut	EAS	East Asian	SGDP	55.18	166	EAST_ASIA	Ale20	Russia	"Nikolskoye, Commander Islands"	0
LP6005442-DNA_F02		Altaian	EAS	East Asian	SGDP	50.836416	85.651438	EAST_ASIA	altai363p	Russia	"Tenga, Ongudaisky district, Altai Republic"	1
